iter	Passed	Remaining
168	1903	9360
169	1912	9335
170	1919	9308
171	1933	9305
172	1941	9281
173	1949	9256
174	1967	9274
175	1976	9252
176	1984	9226
177	1992	9201
178	1999	9171
179	2020	9206
180	2041	9236
181	2049	9209
182	2057	9183
183	2064	9157
184	2072	9131
185	2080	9106
186	2088	9081
187	2096	9056
188	2104	9032
189	2121	9046
190	2130	9023
191	2138	9001
192	2148	8984
193	2184	9075
194	2192	9050
195	2200	9025
196	2207	8998
197	2216	8979
198	2229	8972
199	2236	8947
200	2244	8923
201	2259	8926
202	2266	8900
203	2281	8901
204	2289	8880
205	2311	8910
206	2320	8888
207	2333	8885
208	2341	8861
209	2348	8835
210	2357	8814
211	2394	8899
212	2401	8874
213	2410	8852
214	2428	8866
215	2437	8846
216	2444	8819
217	2452	8796
218	2461	8776
219	2473	8771
220	2482	8750
221	2491	8733
222	2501	8715
223	2510	8696
224	2518	8674
225	2526	8652
226	2538	8644
227	2546	8620
228	2554	8599
229	2561	8575
230	2569	8553
231	2577	8533
232	2588	8520
233	2597	8503
234	2606	8483
235	2635	8532
236	2644	8514
237	2652	8490
238	2661	8475
239	2670	8455
240	2680	8442
241	2689	8424
242	2698	8406
243	2706	8384
244	2716	8369
245	2738	8393
246	2756	8403
247	2764	8381
248	2779	8381
249	2786	8360
250	2794	8338
251	2801	8316
252	2814	8311
253	2823	8291
254	2831	8272
255	2841	8257
256	2853	8251
257	2893	8322
258	2903	8306
259	2911	8285
260	2930	8298
261	2939	8280
262	2946	8258
263	2955	8239
264	2962	8218
265	2971	8198
266	2978	8176
267	2987	8158
268	2994	8137
269	3002	8118
270	3009	8095
271	3018	8078
272	3025	8056
273	3033	8036
274	3039	8014
275	3060	8027
276	3071	8017
277	3087	8017
278	3095	8000
279	3103	7981
280	3116	7974
281	3124	7954
282	3133	7939
283	3141	7919
284	3167	7946
285	3176	7929
286	3183	7909
287	3195	7899
288	3203	7881
289	3212	7864
290	3220	7847
291	3229	7829
292	3248	7837
293	3274	7864
294	3281	7842
295	3291	7827
296	3299	7809
297	3307	7792
298	3314	7771
299	3324	7756
300	3333	7740
301	3364	7777
302	3372	7758
303	3387	7755
304	3395	7736
305	3417	7751
306	3424	7730
307	3434	7715
308	3441	7695
309	3450	7680
310	3457	7660
311	3479	7672
312	3500	7682
313	3507	7663
314	3516	7645
315	3522	7625
316	3531	7608
317	3538	7588
318	3557	7594
319	3567	7579
320	3576	7565
321	3599	7578
322	3607	7560
323	3630	7574
324	3637	7554
325	3670	7587
326	3678	7571
327	3693	7566
328	3701	7549
329	3709	7531
330	3716	7511
331	3725	7494
332	3733	7477
333	3752	7483
334	3774	7492
335	3781	7473
336	3790	7456
337	3798	7439
338	3806	7422
339	3823	7421
340	3831	7403
341	3838	7385
342	3848	7371
343	3864	7368
344	3872	7352
345	3882	7337
346	3888	7317
347	3896	7300
348	3904	7282
349	3912	7265
350	3918	7246
351	3928	7231
352	3935	7212
353	3943	7196
354	3971	7216
355	3980	7200
356	3988	7183
357	3996	7166
358	4009	7159
359	4018	7144
360	4027	7129
361	4035	7112
362	4048	7103
363	4056	7088
364	4064	7070
365	4077	7063
366	4084	7044
367	4092	7028
368	4100	7012
369	4108	6995
370	4122	6988
371	4129	6971
372	4138	6957
373	4146	6939
374	4159	6932
375	4178	6935
376	4186	6918
377	4196	6905
378	4205	6890
379	4221	6887
380	4229	6870
381	4237	6855
382	4245	6839
383	4265	6842
384	4273	6827
385	4281	6810
386	4295	6804
387	4309	6797
388	4321	6788
389	4329	6771
390	4338	6757
391	4345	6740
392	4355	6726
393	4362	6710
394	4373	6698
395	4389	6694
396	4398	6680
397	4407	6666
398	4426	6667
399	4439	6658
400	4468	6675
401	4481	6665
402	4488	6648
403	4499	6638
404	4539	6669
405	4554	6663
406	4564	6649
407	4571	6632
408	4591	6635
409	4601	6621
410	4619	6619
411	4646	6630
412	4654	6615
413	4664	6602
414	4674	6589
415	4682	6573
416	4698	6568
417	4706	6553
418	4725	6553
419	4734	6538
420	4744	6525
421	4753	6510
422	4761	6495
423	4778	6491
424	4788	6478
425	4821	6495
426	4832	6485
427	4855	6489
428	4863	6473
429	4886	6477
430	4892	6459
431	4902	6445
432	4921	6443
433	4929	6429
434	4937	6413
435	4966	6424
436	4974	6408
437	4983	6394
438	4998	6387
439	5005	6370
440	5014	6356
441	5021	6339
442	5030	6325
443	5038	6309
444	5047	6295
445	5055	6279
446	5063	6264
447	5076	6255
448	5094	6251
449	5101	6235
450	5116	6228
451	5126	6215
452	5134	6200
453	5163	6210
454	5173	6196
455	5189	6190
456	5198	6176
457	5208	6163
458	5246	6183
459	5255	6170
460	5265	6156
461	5275	6142
462	5285	6130
463	5293	6115
464	5320	6122
465	5329	6107
466	5337	6091
467	5358	6091
468	5388	6101
469	5405	6095
470	5418	6085
471	5430	6074
472	5439	6060
473	5448	6046
474	5466	6041
475	5483	6036
476	5501	6032
477	5509	6016
478	5516	6000
479	5524	5984
480	5531	5968
481	5561	5976
482	5568	5960
483	5593	5962
484	5601	5947
485	5610	5933
486	5617	5917
487	5639	5916
488	5645	5899
489	5663	5894
490	5672	5880
491	5679	5864
492	5697	5859
493	5705	5844
494	5713	5828
495	5726	5819
496	5736	5805
497	5758	5804
498	5773	5796
499	5782	5782
500	5790	5766
501	5805	5758
502	5814	5745
503	5834	5741
504	5841	5725
505	5867	5727
506	5876	5713
507	5885	5699
508	5892	5683
509	5899	5667
510	5906	5651
511	5912	5635
512	5919	5619
513	5927	5604
514	5934	5588
515	5941	5573
516	5949	5558
517	5966	5551
518	5974	5536
519	5982	5522
520	5993	5510
521	6000	5494
522	6008	5479
523	6031	5479
524	6040	5465
525	6047	5449
526	6055	5434
527	6063	5420
528	6076	5410
529	6084	5395
530	6093	5381
531	6101	5367
532	6109	5352
533	6121	5342
534	6129	5327
535	6137	5313
536	6145	5298
537	6163	5292
538	6171	5278
539	6180	5264
540	6187	5249
541	6195	5235
542	6203	5221
543	6213	5208
544	6220	5193
545	6230	5180
546	6238	5166
547	6245	5151
548	6253	5137
549	6271	5130
550	6279	5117
551	6287	5103
552	6295	5089
553	6303	5074
554	6314	5063
555	6323	5049
556	6348	5049
557	6355	5034
558	6364	5021
559	6376	5009
560	6383	4995
561	6391	4981
562	6409	4975
563	6432	4972
564	6441	4959
565	6473	4964
566	6483	4951
567	6498	4942
568	6506	4928
569	6514	4914
570	6521	4899
571	6529	4885
572	6537	4871
573	6559	4867
574	6572	4858
575	6580	4844
576	6588	4830
577	6603	4820
578	6609	4806
579	6650	4816
580	6658	4801
581	6665	4787
582	6673	4773
583	6681	4759
584	6688	4744
585	6699	4732
586	6707	4719
587	6715	4705
588	6723	4691
589	6738	4682
590	6746	4668
591	6754	4655
592	6766	4644
593	6774	4630
594	6782	4616
595	6789	4602
596	6798	4589
597	6806	4575
598	6814	4561
599	6821	4547
600	6830	4534
601	6838	4520
602	6845	4506
603	6852	4492
604	6861	4479
605	6868	4465
606	6875	4451
607	6882	4437
608	6891	4424
609	6899	4411
610	6917	4404
611	6926	4391
612	6934	4377
613	6943	4365
614	6951	4351
615	6959	4338
616	6968	4325
617	6976	4312
618	6983	4298
619	6996	4287
620	7014	4281
621	7027	4270
622	7035	4257
623	7043	4244
624	7051	4231
625	7060	4218
626	7069	4205
627	7089	4199
628	7097	4186
629	7106	4173
630	7122	4165
631	7130	4152
632	7139	4139
633	7146	4125
634	7154	4112
635	7164	4100
636	7172	4087
637	7187	4078
638	7196	4065
639	7204	4052
640	7217	4042
641	7225	4029
642	7233	4016
643	7241	4003
644	7250	3990
645	7257	3976
646	7265	3964
647	7273	3950
648	7281	3938
649	7289	3924
650	7303	3915
651	7313	3903
652	7322	3891
653	7332	3879
654	7339	3866
655	7347	3853
656	7355	3840
657	7364	3827
658	7378	3817
659	7385	3804
660	7394	3792
661	7402	3779
662	7410	3766
663	7417	3753
664	7425	3740
665	7433	3727
666	7441	3715
667	7449	3702
668	7458	3689
669	7466	3677
670	7477	3666
671	7493	3657
672	7501	3644
673	7511	3633
674	7523	3622
675	7532	3610
676	7540	3597
677	7549	3585
678	7556	3572
679	7565	3560
680	7574	3547
681	7582	3535
682	7590	3523
683	7603	3512
684	7613	3501
685	7621	3488
686	7630	3476
687	7638	3463
688	7659	3457
689	7676	3448
690	7710	3447
691	7719	3435
692	7731	3424
693	7739	3412
694	7748	3400
695	7758	3388
696	7778	3381
697	7794	3372
698	7802	3359
699	7811	3347
700	7819	3335
701	7828	3323
702	7842	3313
703	7850	3300
704	7859	3288
705	7867	3276
706	7875	3263
707	7883	3251
708	7891	3239
709	7902	3227
710	7909	3215
711	7918	3202
712	7926	3190
713	7935	3178
714	7942	3165
715	7956	3155
716	7966	3144
717	7973	3131
718	7991	3123
719	8000	3111
720	8006	3098
721	8015	3086
722	8022	3073
723	8032	3062
724	8039	3049
725	8047	3037
726	8054	3024
727	8064	3013
728	8070	3000
729	8080	2988
730	8087	2975
731	8103	2966
732	8111	2954
733	8118	2942
734	8127	2930
735	8135	2918
736	8148	2907
737	8156	2895
738	8164	2883
739	8172	2871
740	8180	2859
741	8187	2846
742	8196	2835
743	8204	2822
744	8229	2816
745	8238	2804
746	8264	2799
747	8274	2787
748	8280	2775
749	8303	2767
750	8310	2755
751	8319	2743
752	8326	2731
753	8349	2724
754	8359	2712
755	8369	2701
756	8377	2689
757	8386	2677
758	8393	2664
759	8407	2654
760	8424	2645
761	8434	2634
762	8441	2621
763	8454	2611
764	8462	2599
765	8469	2587
766	8478	2575
767	8500	2567
768	8507	2555
769	8515	2543
770	8527	2532
771	8543	2523
772	8552	2511
773	8569	2502
774	8577	2490
775	8585	2478
776	8593	2466
777	8600	2454
778	8618	2445
779	8627	2433
780	8634	2421
781	8643	2409
782	8650	2397
783	8659	2385
784	8665	2373
785	8674	2361
786	8681	2349
787	8690	2338
788	8697	2325
789	8705	2314
790	8712	2302
791	8729	2292
792	8738	2281
793	8746	2269
794	8757	2258
795	8766	2246
796	8773	2234
797	8782	2223
798	8788	2210
799	8798	2199
800	8806	2187
801	8820	2177
802	8834	2167
803	8842	2155
804	8868	2148
805	8877	2136
806	8884	2124
807	8893	2113
808	8900	2101
809	8937	2096
810	8959	2088
811	8967	2076
812	8977	2064
813	8985	2053
814	8993	2041
815	9001	2029
816	9034	2023
817	9049	2013
818	9058	2001
819	9065	1989
820	9077	1979
821	9085	1967
822	9092	1955
823	9107	1945
824	9115	1933
825	9140	1925
826	9149	1913
827	9157	1902
828	9167	1890
829	9174	1879
830	9189	1868
831	9198	1857
832	9205	1845
833	9224	1836
834	9233	1824
835	9240	1812
836	9249	1801
837	9256	1789
838	9265	1777
839	9272	1766
840	9286	1755
841	9295	1744
842	9302	1732
843	9311	1721
844	9319	1709
845	9336	1699
846	9346	1688
847	9366	1678
848	9388	1669
849	9406	1659
850	9419	1649
851	9430	1638
852	9444	1627
853	9471	1619
854	9478	1607
855	9493	1597
856	9501	1585
857	9511	1574
858	9543	1566
859	9575	1558
860	9583	1547
861	9593	1535
862	9606	1524
863	9614	1513
864	9623	1501
865	9642	1492
866	9652	1480
867	9659	1469
868	9687	1460
869	9695	1448
870	9705	1437
871	9715	1426
872	9723	1414
873	9733	1403
874	9741	1391
875	9755	1380
876	9765	1369
877	9777	1358
878	9793	1348
879	9801	1336
880	9810	1325
881	9828	1314
882	9840	1303
883	9848	1292
884	9871	1282
885	9877	1270
886	9886	1259
887	9895	1248
888	9914	1237
889	9923	1226
890	9932	1215
891	9939	1203
892	9960	1193
893	9969	1182
894	9980	1170
895	9988	1159
896	10002	1148
897	10011	1137
898	10019	1125
899	10034	1114
900	10042	1103
901	10050	1091
902	10065	1081
903	10074	1069
904	10099	1060
905	10108	1048
906	10126	1038
907	10134	1026
908	10161	1017
909	10186	1007
910	10195	996
911	10204	984
912	10212	973
913	10221	961
914	10247	951
915	10264	941
916	10274	929
917	10289	919
918	10297	907
919	10322	897
920	10329	886
921	10337	874
922	10345	863
923	10354	851
924	10366	840
925	10382	829
926	10391	818
927	10410	807
928	10425	796
929	10440	785
930	10464	775
931	10473	764
932	10481	752
933	10488	741
934	10511	730
935	10519	719
936	10527	707
937	10535	696
938	10564	686
939	10574	674
940	10585	663
941	10592	652
942	10601	640
943	10610	629
944	10618	618
945	10626	606
946	10647	595
947	10655	584
948	10669	573
949	10677	561
950	10687	550
951	10694	539
952	10702	527
953	10717	516
954	10725	505
955	10734	494
956	10758	483
957	10767	472
958	10773	460
959	10781	449
960	10789	437
961	10797	426
962	10804	415
963	10811	403
964	10818	392
965	10827	381
966	10835	369
967	10843	358
968	10865	347
969	10873	336
970	10880	324
971	10888	313
972	10896	302
973	10906	291
974	10914	279
975	10921	268
976	10928	257
977	10936	246
978	10944	234
979	10952	223
980	10960	212
981	10971	201
982	10978	189
983	10986	178
984	10993	167
985	11006	156
986	11015	145
987	11023	133
988	11031	122
989	11039	111
990	11056	100
991	11064	89
992	11071	78
993	11079	66
994	11086	55
995	11094	44
996	11112	33
997	11120	22
998	11128	11
999	11135	0
