iter	Passed	Remaining
703	5241	2203
704	5248	2196
705	5256	2189
706	5263	2181
707	5270	2173
708	5278	2166
709	5285	2158
710	5292	2151
711	5299	2143
712	5306	2136
713	5313	2128
714	5321	2121
715	5328	2113
716	5336	2106
717	5342	2098
718	5350	2091
719	5358	2083
720	5366	2076
721	5374	2069
722	5381	2061
723	5388	2054
724	5395	2046
725	5401	2038
726	5408	2030
727	5415	2023
728	5422	2015
729	5429	2008
730	5436	2000
731	5443	1992
732	5450	1985
733	5458	1978
734	5465	1970
735	5471	1962
736	5478	1955
737	5485	1947
738	5492	1939
739	5499	1932
740	5506	1924
741	5513	1917
742	5519	1909
743	5526	1901
744	5533	1894
745	5540	1886
746	5546	1878
747	5553	1871
748	5560	1863
749	5567	1855
750	5576	1848
751	5583	1841
752	5591	1834
753	5599	1826
754	5606	1819
755	5613	1811
756	5620	1804
757	5626	1796
758	5633	1788
759	5641	1781
760	5647	1773
761	5655	1766
762	5662	1758
763	5669	1751
764	5675	1743
765	5682	1735
766	5689	1728
767	5695	1720
768	5702	1713
769	5709	1705
770	5716	1697
771	5723	1690
772	5729	1682
773	5736	1675
774	5743	1667
775	5750	1659
776	5756	1652
777	5764	1644
778	5771	1637
779	5778	1629
780	5785	1622
781	5796	1615
782	5809	1609
783	5815	1602
784	5822	1594
785	5829	1587
786	5837	1579
787	5844	1572
788	5852	1565
789	5859	1557
790	5866	1549
791	5872	1542
792	5879	1534
793	5885	1527
794	5892	1519
795	5899	1511
796	5906	1504
797	5912	1496
798	5919	1489
799	5926	1481
800	5933	1474
801	5940	1466
802	5947	1459
803	5953	1451
804	5961	1444
805	5967	1436
806	5976	1429
807	5982	1421
808	5990	1414
809	5997	1406
810	6005	1399
811	6011	1391
812	6018	1384
813	6025	1376
814	6031	1369
815	6038	1361
816	6045	1354
817	6052	1346
818	6059	1339
819	6066	1331
820	6073	1324
821	6080	1316
822	6087	1309
823	6094	1301
824	6100	1294
825	6107	1286
826	6114	1279
827	6121	1271
828	6128	1264
829	6134	1256
830	6141	1249
831	6148	1241
832	6156	1234
833	6162	1226
834	6169	1219
835	6176	1211
836	6184	1204
837	6191	1196
838	6198	1189
839	6205	1181
840	6212	1174
841	6219	1167
842	6226	1159
843	6234	1152
844	6241	1144
845	6248	1137
846	6254	1129
847	6261	1122
848	6268	1114
849	6275	1107
850	6282	1099
851	6289	1092
852	6295	1084
853	6302	1077
854	6309	1070
855	6316	1062
856	6322	1054
857	6329	1047
858	6336	1040
859	6342	1032
860	6349	1025
861	6356	1017
862	6363	1010
863	6369	1002
864	6376	995
865	6383	987
866	6390	980
867	6397	972
868	6403	965
869	6411	958
870	6418	950
871	6426	943
872	6432	935
873	6440	928
874	6446	920
875	6453	913
876	6461	906
877	6468	898
878	6475	891
879	6481	883
880	6488	876
881	6494	868
882	6501	861
883	6507	853
884	6514	846
885	6521	839
886	6527	831
887	6534	824
888	6541	816
889	6547	809
890	6554	801
891	6561	794
892	6567	786
893	6574	779
894	6581	772
895	6589	764
896	6596	757
897	6603	750
898	6624	744
899	6632	736
900	6639	729
901	6645	722
902	6652	714
903	6658	707
904	6665	699
905	6672	692
906	6679	684
907	6686	677
908	6694	670
909	6700	662
910	6708	655
911	6715	647
912	6721	640
913	6728	633
914	6735	625
915	6742	618
916	6748	610
917	6755	603
918	6762	596
919	6769	588
920	6776	581
921	6783	573
922	6790	566
923	6797	559
924	6804	551
925	6811	544
926	6818	536
927	6826	529
928	6833	522
929	6840	514
930	6847	507
931	6854	500
932	6860	492
933	6867	485
934	6874	477
935	6881	470
936	6888	463
937	6895	455
938	6902	448
939	6908	440
940	6915	433
941	6922	426
942	6929	418
943	6936	411
944	6943	404
945	6949	396
946	6956	389
947	6963	381
948	6970	374
949	6977	367
950	6994	360
951	7001	352
952	7008	345
953	7015	338
954	7023	330
955	7030	323
956	7038	316
957	7045	308
958	7052	301
959	7059	294
960	7066	286
961	7073	279
962	7079	272
963	7086	264
964	7094	257
965	7100	249
966	7107	242
967	7114	235
968	7120	227
969	7127	220
970	7134	213
971	7141	205
972	7147	198
973	7154	190
974	7161	183
975	7167	176
976	7174	168
977	7181	161
978	7187	154
979	7195	146
980	7201	139
981	7208	132
982	7214	124
983	7221	117
984	7228	110
985	7235	102
986	7242	95
987	7250	88
988	7257	80
989	7265	73
990	7272	66
991	7279	58
992	7287	51
993	7295	44
994	7302	36
995	7309	29
996	7316	22
997	7324	14
998	7331	7
999	7338	0
