iter	Passed	Remaining
258	2447	7002
259	2450	6975
260	2454	6949
261	2461	6933
262	2465	6908
263	2468	6881
264	2471	6856
265	2524	6965
266	2540	6973
267	2544	6949
268	2548	6924
269	2552	6900
270	2556	6876
271	2572	6884
272	2577	6863
273	2599	6888
274	2615	6895
275	2620	6872
276	2631	6867
277	2645	6871
278	2649	6848
279	2660	6841
280	2675	6846
281	2679	6823
282	2685	6802
283	2690	6783
284	2694	6759
285	2705	6753
286	2708	6729
287	2721	6727
288	2725	6704
289	2729	6682
290	2734	6662
291	2739	6642
292	2744	6623
293	2752	6608
294	2757	6590
295	2763	6572
296	2768	6552
297	2772	6532
298	2777	6512
299	2782	6493
300	2787	6473
301	2791	6452
302	2809	6462
303	2814	6444
304	2820	6428
305	2827	6413
306	2832	6394
307	2838	6376
308	2844	6361
309	2849	6342
310	2860	6336
311	2870	6330
312	2876	6313
313	2881	6295
314	2895	6297
315	2900	6278
316	2910	6270
317	2926	6275
318	2929	6254
319	2941	6250
320	2944	6229
321	2948	6207
322	2952	6187
323	2971	6199
324	2975	6179
325	2978	6158
326	2982	6138
327	2986	6118
328	2990	6098
329	2993	6077
330	2996	6057
331	3016	6069
332	3020	6049
333	3023	6028
334	3026	6007
335	3030	5989
336	3035	5971
337	3038	5950
338	3041	5930
339	3046	5913
340	3050	5895
341	3054	5875
342	3057	5856
343	3061	5837
344	3075	5838
345	3078	5818
346	3082	5800
347	3086	5782
348	3089	5763
349	3092	5744
350	3105	5742
351	3109	5724
352	3113	5706
353	3116	5687
354	3119	5668
355	3122	5649
356	3126	5630
357	3130	5614
358	3137	5601
359	3140	5583
360	3144	5566
361	3152	5556
362	3155	5538
363	3159	5521
364	3163	5503
365	3166	5485
366	3170	5467
367	3174	5451
368	3181	5440
369	3184	5422
370	3188	5405
371	3196	5396
372	3200	5379
373	3203	5361
374	3206	5344
375	3210	5328
376	3242	5358
377	3247	5343
378	3257	5337
379	3272	5339
380	3276	5323
381	3286	5317
382	3290	5301
383	3300	5295
384	3304	5279
385	3316	5275
386	3320	5259
387	3332	5256
388	3336	5241
389	3341	5226
390	3362	5237
391	3378	5239
392	3381	5223
393	3385	5206
394	3388	5190
395	3409	5199
396	3424	5202
397	3428	5185
398	3431	5169
399	3439	5159
400	3443	5143
401	3456	5141
402	3460	5126
403	3470	5120
404	3474	5104
405	3502	5123
406	3505	5107
407	3509	5091
408	3512	5075
409	3516	5060
410	3531	5061
411	3536	5046
412	3539	5030
413	3543	5015
414	3547	5000
415	3561	5000
416	3577	5001
417	3581	4986
418	3584	4970
419	3587	4954
420	3591	4939
421	3595	4924
422	3606	4919
423	3609	4904
424	3613	4889
425	3617	4874
426	3620	4859
427	3637	4861
428	3641	4846
429	3644	4831
430	3652	4822
431	3668	4822
432	3671	4807
433	3683	4803
434	3686	4788
435	3690	4773
436	3697	4763
437	3713	4764
438	3716	4749
439	3719	4734
440	3723	4719
441	3726	4704
442	3731	4691
443	3744	4688
444	3747	4674
445	3751	4659
446	3754	4644
447	3759	4631
448	3774	4631
449	3777	4616
450	3780	4602
451	3784	4587
452	3803	4593
453	3820	4594
454	3823	4580
455	3827	4566
456	3830	4551
457	3834	4537
458	3837	4523
459	3849	4518
460	3854	4506
461	3863	4499
462	3867	4485
463	3893	4497
464	3896	4483
465	3900	4469
466	3923	4478
467	3939	4478
468	3955	4478
469	3958	4464
470	3962	4449
471	3965	4435
472	3987	4442
473	3991	4429
474	3994	4414
475	3997	4400
476	4001	4386
477	4004	4373
478	4008	4359
479	4012	4346
480	4016	4333
481	4020	4320
482	4023	4306
483	4031	4298
484	4035	4285
485	4039	4272
486	4043	4259
487	4046	4245
488	4062	4244
489	4065	4231
490	4069	4218
491	4072	4205
492	4077	4192
493	4091	4190
494	4094	4177
495	4105	4171
496	4109	4158
497	4113	4146
498	4121	4137
499	4124	4124
500	4128	4111
501	4134	4102
502	4138	4089
503	4142	4076
504	4146	4064
505	4165	4066
506	4169	4053
507	4172	4041
508	4176	4028
509	4194	4030
510	4210	4028
511	4225	4027
512	4241	4026
513	4256	4025
514	4260	4012
515	4263	3999
516	4266	3986
517	4271	3974
518	4287	3973
519	4292	3962
520	4296	3949
521	4316	3952
522	4320	3940
523	4323	3927
524	4330	3918
525	4334	3905
526	4338	3893
527	4342	3881
528	4345	3869
529	4377	3882
530	4381	3870
531	4385	3857
532	4391	3847
533	4407	3846
534	4411	3834
535	4416	3823
536	4421	3812
537	4454	3825
538	4470	3823
539	4475	3812
540	4479	3800
541	4485	3790
542	4497	3785
543	4503	3774
544	4508	3763
545	4543	3778
546	4547	3765
547	4572	3771
548	4576	3759
549	4580	3747
550	4585	3736
551	4603	3735
552	4608	3724
553	4617	3717
554	4648	3727
555	4664	3724
556	4668	3713
557	4673	3701
558	4715	3719
559	4723	3711
560	4741	3710
561	4746	3699
562	4754	3690
563	4758	3678
564	4771	3673
565	4779	3664
566	4800	3665
567	4805	3654
568	4847	3672
569	4853	3661
570	4863	3653
571	4868	3642
572	4877	3634
573	4891	3629
574	4907	3627
575	4913	3616
576	4922	3608
577	4936	3604
578	4951	3600
579	4965	3595
580	4970	3584
581	4975	3573
582	5011	3584
583	5015	3572
584	5019	3560
585	5024	3549
586	5042	3547
587	5091	3567
588	5106	3562
589	5110	3551
590	5121	3544
591	5137	3540
592	5141	3529
593	5145	3516
594	5150	3505
595	5157	3495
596	5161	3484
597	5166	3473
598	5180	3467
599	5184	3456
600	5188	3444
601	5192	3433
602	5197	3422
603	5202	3411
604	5208	3400
605	5213	3389
606	5224	3382
607	5240	3378
608	5244	3367
609	5248	3355
610	5254	3345
611	5270	3341
612	5285	3336
613	5288	3324
614	5292	3313
615	5296	3301
616	5348	3320
617	5378	3324
618	5383	3313
619	5387	3302
620	5391	3290
621	5409	3287
622	5424	3282
623	5429	3271
624	5438	3262
625	5453	3258
626	5458	3247
627	5469	3239
628	5484	3235
629	5488	3223
630	5499	3215
631	5502	3204
632	5506	3192
633	5514	3183
634	5517	3171
635	5522	3160
636	5525	3148
637	5529	3137
638	5533	3125
639	5536	3114
640	5576	3123
641	5608	3127
642	5643	3133
643	5647	3122
644	5657	3113
645	5662	3102
646	5667	3092
647	5685	3088
648	5711	3088
649	5715	3077
650	5719	3066
651	5741	3064
652	5744	3052
653	5749	3041
654	5753	3030
655	5771	3026
656	5787	3021
657	5791	3010
658	5794	2998
659	5799	2987
660	5818	2983
661	5833	2978
662	5847	2972
663	5877	2974
664	5907	2975
665	5911	2964
666	5915	2953
667	5919	2942
668	5923	2930
669	5926	2919
670	5930	2907
671	5934	2896
672	5938	2885
673	5966	2885
674	5982	2880
675	5985	2868
676	5989	2857
677	5993	2846
678	6011	2842
679	6028	2836
680	6032	2825
681	6043	2817
682	6059	2812
683	6074	2806
684	6079	2795
685	6089	2787
686	6093	2776
687	6102	2767
688	6107	2756
689	6118	2748
690	6122	2737
691	6126	2726
692	6130	2715
693	6133	2704
694	6137	2693
695	6163	2691
696	6166	2680
697	6170	2669
698	6195	2667
699	6210	2661
700	6240	2661
701	6243	2650
702	6247	2639
703	6252	2629
704	6271	2624
705	6303	2624
706	6317	2618
707	6321	2607
708	6325	2596
709	6331	2586
710	6335	2575
711	6339	2564
712	6343	2553
713	6348	2542
714	6359	2535
715	6374	2528
716	6390	2522
717	6394	2511
718	6398	2500
719	6405	2491
720	6409	2480
721	6415	2470
722	6419	2459
723	6424	2449
724	6429	2438
725	6466	2440
726	6497	2439
727	6512	2433
728	6517	2422
729	6527	2414
730	6543	2407
731	6548	2397
732	6557	2388
733	6563	2378
734	6567	2367
735	6587	2362
736	6591	2352
737	6596	2341
738	6602	2331
739	6606	2321
740	6633	2318
741	6638	2308
742	6664	2305
743	6668	2294
744	6695	2291
745	6711	2285
746	6716	2274
747	6720	2264
748	6758	2264
749	6762	2254
750	6766	2243
751	6771	2233
752	6804	2232
753	6819	2224
754	6823	2214
755	6828	2203
756	6833	2193
757	6839	2183
758	6848	2174
759	6853	2164
760	6861	2155
761	6878	2148
762	6882	2137
763	6892	2129
764	6896	2118
765	6907	2110
766	6911	2099
767	6915	2088
768	6919	2078
769	6923	2067
770	6936	2060
771	6952	2053
772	6955	2042
773	6959	2031
774	6966	2022
775	6970	2012
776	6981	2003
777	7013	2001
778	7028	1993
779	7032	1983
780	7035	1972
781	7038	1962
782	7042	1951
783	7059	1945
784	7073	1937
785	7088	1930
786	7104	1922
787	7109	1912
788	7112	1902
789	7119	1892
790	7123	1882
791	7128	1872
792	7133	1862
793	7137	1851
794	7142	1841
795	7148	1832
796	7153	1821
797	7158	1811
798	7178	1805
799	7193	1798
800	7208	1790
801	7212	1780
802	7216	1770
803	7219	1759
804	7239	1753
805	7244	1743
806	7247	1733
807	7251	1723
808	7255	1712
809	7270	1705
810	7274	1695
811	7278	1685
812	7283	1675
813	7288	1665
814	7300	1657
815	7314	1649
816	7318	1639
817	7330	1630
818	7345	1623
819	7349	1613
820	7359	1604
821	7364	1594
822	7374	1585
823	7378	1575
824	7382	1565
825	7405	1559
826	7408	1549
827	7435	1544
828	7451	1536
829	7455	1526
830	7465	1518
831	7481	1510
832	7496	1502
833	7510	1494
834	7526	1487
835	7541	1479
836	7556	1471
837	7561	1461
838	7564	1451
839	7572	1442
840	7575	1432
841	7579	1422
842	7587	1413
843	7602	1405
844	7617	1397
845	7621	1387
846	7680	1387
847	7696	1379
848	7701	1369
849	7712	1361
850	7726	1352
851	7731	1343
852	7735	1333
853	7739	1323
854	7744	1313
855	7748	1303
856	7755	1294
857	7770	1286
858	7775	1276
859	7779	1266
860	7816	1261
861	7820	1251
862	7824	1242
863	7830	1232
864	7846	1224
865	7849	1214
866	7853	1204
867	7876	1197
868	7880	1187
869	7884	1178
870	7888	1168
871	7907	1160
872	7922	1152
873	7938	1144
874	7952	1136
875	7958	1126
876	7962	1116
877	7965	1106
878	7982	1098
879	7996	1090
880	8011	1082
881	8015	1072
882	8026	1063
883	8029	1053
884	8033	1043
885	8040	1034
886	8043	1024
887	8055	1015
888	8059	1006
889	8071	997
890	8118	993
891	8148	986
892	8164	978
893	8168	968
894	8177	959
895	8193	950
896	8208	942
897	8212	932
898	8216	923
899	8222	913
900	8225	903
901	8238	895
902	8268	888
903	8271	878
904	8274	868
905	8278	858
906	8282	849
907	8299	840
908	8302	831
909	8305	821
910	8309	811
911	8312	802
912	8316	792
913	8320	782
914	8323	773
915	8330	763
916	8334	754
917	8345	745
918	8360	736
919	8376	728
920	8380	718
921	8384	709
922	8390	700
923	8395	690
924	8406	681
925	8421	672
926	8425	663
927	8436	654
928	8451	645
929	8466	637
930	8482	628
931	8485	619
932	8496	610
933	8500	600
934	8511	591
935	8527	583
936	8559	575
937	8564	566
938	8568	556
939	8573	547
940	8577	537
941	8588	528
942	8620	521
943	8651	513
944	8655	503
945	8659	494
946	8680	485
947	8695	476
948	8700	467
949	8727	459
950	8742	450
951	8757	441
952	8760	432
953	8764	422
954	8772	413
955	8777	403
956	8781	394
957	8787	385
958	8818	377
959	8833	368
960	8849	359
961	8863	350
962	8879	341
963	8894	332
964	8924	323
965	8939	314
966	8955	305
967	8971	296
968	8975	287
969	8986	277
970	9002	268
971	9006	259
972	9010	250
973	9032	241
974	9048	232
975	9064	222
976	9067	213
977	9078	204
978	9082	194
979	9110	185
980	9116	176
981	9122	167
982	9127	157
983	9137	148
984	9153	139
985	9183	130
986	9186	121
987	9191	111
988	9199	102
989	9214	93
990	9228	83
991	9259	74
992	9263	65
993	9270	55
994	9278	46
995	9283	37
996	9291	27
997	9297	18
998	9302	9
999	9307	0
