iter	Passed	Remaining
328	2230	4548
329	2236	4541
330	2240	4529
331	2245	4518
332	2254	4515
333	2259	4505
334	2265	4496
335	2285	4516
336	2289	4503
337	2292	4490
338	2296	4477
339	2300	4466
340	2304	4454
341	2308	4441
342	2317	4438
343	2323	4430
344	2330	4425
345	2336	4417
346	2343	4410
347	2351	4405
348	2359	4401
349	2364	4391
350	2371	4385
351	2378	4377
352	2389	4379
353	2393	4368
354	2397	4356
355	2401	4345
356	2420	4358
357	2424	4348
358	2428	4336
359	2432	4324
360	2436	4312
361	2440	4301
362	2450	4300
363	2479	4331
364	2483	4319
365	2486	4307
366	2495	4304
367	2524	4335
368	2528	4323
369	2532	4311
370	2554	4331
371	2558	4318
372	2562	4306
373	2568	4299
374	2572	4288
375	2577	4276
376	2582	4267
377	2586	4256
378	2599	4259
379	2603	4248
380	2607	4236
381	2611	4224
382	2615	4212
383	2631	4221
384	2638	4214
385	2643	4204
386	2660	4214
387	2664	4202
388	2668	4191
389	2672	4180
390	2689	4188
391	2693	4177
392	2697	4166
393	2702	4156
394	2706	4144
395	2709	4133
396	2714	4122
397	2768	4187
398	2773	4177
399	2779	4168
400	2796	4177
401	2801	4166
402	2805	4155
403	2826	4170
404	2842	4176
405	2846	4165
406	2852	4155
407	2872	4168
408	2876	4156
409	2880	4145
410	2885	4134
411	2888	4122
412	2894	4114
413	2902	4108
414	2918	4113
415	2921	4102
416	2926	4091
417	2930	4080
418	2934	4068
419	2938	4057
420	2948	4055
421	2952	4044
422	2957	4033
423	2961	4022
424	2977	4028
425	2981	4017
426	2998	4024
427	3007	4019
428	3023	4024
429	3027	4012
430	3030	4001
431	3039	3996
432	3045	3987
433	3052	3981
434	3056	3970
435	3067	3967
436	3097	3991
437	3102	3980
438	3106	3969
439	3110	3959
440	3116	3949
441	3121	3941
442	3156	3968
443	3160	3957
444	3164	3947
445	3171	3940
446	3186	3942
447	3190	3931
448	3194	3920
449	3199	3910
450	3218	3918
451	3230	3917
452	3234	3906
453	3238	3894
454	3242	3884
455	3264	3894
456	3268	3883
457	3276	3877
458	3280	3866
459	3284	3855
460	3288	3844
461	3292	3834
462	3306	3835
463	3336	3853
464	3340	3842
465	3351	3841
466	3356	3831
467	3364	3824
468	3368	3813
469	3373	3803
470	3377	3793
471	3381	3782
472	3385	3771
473	3389	3761
474	3396	3753
475	3424	3769
476	3428	3759
477	3432	3748
478	3441	3743
479	3454	3742
480	3458	3731
481	3462	3720
482	3469	3714
483	3473	3703
484	3477	3692
485	3484	3685
486	3499	3686
487	3504	3676
488	3508	3665
489	3512	3655
490	3516	3645
491	3520	3634
492	3524	3624
493	3559	3646
494	3563	3635
495	3568	3626
496	3574	3617
497	3590	3618
498	3593	3608
499	3598	3598
500	3602	3588
501	3606	3578
502	3611	3568
503	3615	3558
504	3623	3551
505	3628	3542
506	3649	3548
507	3652	3537
508	3657	3528
509	3662	3518
510	3669	3511
511	3673	3501
512	3677	3491
513	3681	3481
514	3685	3470
515	3689	3460
516	3693	3450
517	3697	3440
518	3701	3430
519	3706	3421
520	3712	3413
521	3716	3403
522	3720	3393
523	3724	3383
524	3728	3373
525	3732	3363
526	3737	3354
527	3742	3345
528	3746	3336
529	3755	3329
530	3765	3325
531	3783	3327
532	3798	3328
533	3828	3340
534	3832	3330
535	3836	3321
536	3844	3314
537	3858	3313
538	3861	3302
539	3865	3292
540	3869	3283
541	3873	3273
542	3877	3263
543	3891	3261
544	3919	3272
545	3924	3262
546	3928	3253
547	3934	3245
548	3949	3244
549	3953	3235
550	3957	3225
551	3962	3215
552	3995	3229
553	4011	3229
554	4028	3230
555	4040	3226
556	4044	3216
557	4056	3213
558	4060	3203
559	4065	3193
560	4071	3186
561	4085	3183
562	4089	3174
563	4093	3164
564	4098	3155
565	4102	3145
566	4106	3136
567	4111	3126
568	4146	3140
569	4150	3130
570	4154	3121
571	4160	3113
572	4176	3112
573	4180	3102
574	4184	3093
575	4189	3083
576	4193	3074
577	4197	3064
578	4201	3055
579	4221	3057
580	4238	3056
581	4244	3048
582	4252	3041
583	4257	3032
584	4282	3038
585	4287	3029
586	4296	3022
587	4301	3014
588	4306	3005
589	4311	2996
590	4315	2986
591	4319	2976
592	4323	2967
593	4343	2968
594	4357	2966
595	4361	2956
596	4365	2946
597	4369	2937
598	4373	2927
599	4376	2917
600	4380	2908
601	4390	2902
602	4437	2921
603	4448	2916
604	4463	2914
605	4468	2905
606	4472	2895
607	4478	2887
608	4493	2885
609	4497	2875
610	4508	2870
611	4511	2860
612	4516	2851
613	4536	2852
614	4540	2842
615	4544	2832
616	4548	2823
617	4552	2814
618	4556	2804
619	4560	2795
620	4599	2806
621	4603	2797
622	4608	2788
623	4614	2780
624	4628	2776
625	4631	2767
626	4635	2757
627	4639	2748
628	4643	2738
629	4659	2736
630	4673	2732
631	4677	2723
632	4682	2714
633	4685	2705
634	4689	2695
635	4693	2686
636	4697	2677
637	4704	2669
638	4733	2674
639	4737	2664
640	4741	2655
641	4747	2647
642	4779	2653
643	4811	2659
644	4815	2650
645	4818	2640
646	4823	2631
647	4828	2623
648	4841	2618
649	4855	2614
650	4859	2604
651	4870	2599
652	4874	2590
653	4878	2580
654	4900	2581
655	4904	2571
656	4916	2566
657	4920	2557
658	4924	2548
659	4930	2540
660	4946	2536
661	4949	2527
662	4961	2521
663	4965	2512
664	4969	2503
665	4977	2496
666	4982	2487
667	4990	2480
668	4993	2470
669	4997	2461
670	5001	2452
671	5005	2443
672	5008	2433
673	5012	2424
674	5021	2417
675	5026	2409
676	5030	2400
677	5035	2391
678	5039	2382
679	5068	2385
680	5078	2379
681	5083	2370
682	5087	2361
683	5091	2352
684	5096	2343
685	5099	2334
686	5103	2325
687	5108	2316
688	5115	2309
689	5138	2308
690	5142	2299
691	5169	2300
692	5173	2291
693	5177	2283
694	5181	2273
695	5185	2264
696	5189	2255
697	5193	2247
698	5215	2245
699	5219	2236
700	5222	2227
701	5230	2220
702	5234	2211
703	5247	2206
704	5251	2197
705	5255	2188
706	5259	2179
707	5263	2170
708	5267	2162
709	5271	2153
710	5275	2144
711	5279	2135
712	5284	2127
713	5305	2125
714	5309	2116
715	5320	2110
716	5324	2101
717	5328	2092
718	5336	2085
719	5343	2077
720	5348	2069
721	5353	2061
722	5357	2052
723	5361	2043
724	5365	2035
725	5379	2030
726	5394	2025
727	5398	2016
728	5402	2008
729	5406	1999
730	5409	1990
731	5413	1982
732	5418	1973
733	5425	1966
734	5455	1966
735	5469	1961
736	5484	1957
737	5487	1948
738	5491	1939
739	5496	1931
740	5499	1922
741	5515	1917
742	5529	1912
743	5532	1903
744	5544	1897
745	5548	1889
746	5551	1880
747	5556	1871
748	5563	1864
749	5566	1855
750	5572	1847
751	5576	1839
752	5588	1833
753	5592	1824
754	5596	1816
755	5601	1808
756	5620	1804
757	5623	1795
758	5627	1786
759	5632	1778
760	5636	1770
761	5640	1761
762	5650	1755
763	5665	1750
764	5683	1745
765	5690	1738
766	5696	1730
767	5705	1723
768	5714	1716
769	5720	1708
770	5724	1700
771	5750	1698
772	5754	1689
773	5758	1681
774	5762	1673
775	5767	1664
776	5783	1659
777	5797	1654
778	5815	1649
779	5820	1641
780	5824	1633
781	5841	1628
782	5846	1620
783	5856	1613
784	5860	1604
785	5864	1596
786	5886	1593
787	5890	1584
788	5894	1576
789	5900	1568
790	5904	1560
791	5917	1554
792	5932	1548
793	5935	1540
794	5939	1531
795	5944	1523
796	5964	1519
797	5993	1517
798	5997	1508
799	6000	1500
800	6009	1492
801	6022	1486
802	6026	1478
803	6029	1469
804	6033	1461
805	6037	1453
806	6042	1445
807	6053	1438
808	6066	1432
809	6070	1423
810	6074	1415
811	6078	1407
812	6083	1399
813	6087	1390
814	6091	1382
815	6099	1375
816	6106	1367
817	6110	1359
818	6114	1351
819	6118	1343
820	6125	1335
821	6157	1333
822	6162	1325
823	6167	1317
824	6173	1309
825	6189	1303
826	6194	1295
827	6203	1288
828	6207	1280
829	6211	1272
830	6218	1264
831	6236	1259
832	6249	1252
833	6254	1244
834	6264	1237
835	6294	1234
836	6299	1226
837	6304	1218
838	6309	1210
839	6313	1202
840	6318	1194
841	6324	1186
842	6340	1180
843	6356	1174
844	6372	1168
845	6376	1160
846	6386	1153
847	6390	1145
848	6394	1137
849	6399	1129
850	6403	1121
851	6407	1113
852	6431	1108
853	6435	1100
854	6439	1091
855	6443	1084
856	6447	1075
857	6452	1067
858	6463	1060
859	6468	1053
860	6475	1045
861	6490	1039
862	6521	1035
863	6536	1028
864	6540	1020
865	6545	1012
866	6550	1004
867	6567	998
868	6571	990
869	6582	983
870	6586	975
871	6598	968
872	6602	960
873	6607	952
874	6611	944
875	6615	936
876	6618	928
877	6623	920
878	6627	912
879	6631	904
880	6635	896
881	6642	888
882	6647	880
883	6652	872
884	6656	864
885	6660	856
886	6663	848
887	6667	840
888	6671	833
889	6675	825
890	6679	817
891	6687	809
892	6715	804
893	6746	799
894	6751	792
895	6755	784
896	6762	776
897	6767	768
898	6771	760
899	6778	753
900	6792	746
901	6796	738
902	6799	730
903	6803	722
904	6807	714
905	6810	706
906	6814	698
907	6820	691
908	6836	684
909	6840	676
910	6844	668
911	6848	660
912	6866	654
913	6870	646
914	6874	638
915	6878	630
916	6897	624
917	6901	616
918	6905	608
919	6909	600
920	6913	593
921	6928	586
922	6931	578
923	6936	570
924	6940	562
925	6945	555
926	6957	547
927	6961	540
928	6965	532
929	6969	524
930	7001	518
931	7005	511
932	7016	503
933	7020	496
934	7024	488
935	7028	480
936	7032	472
937	7037	465
938	7040	457
939	7045	449
940	7049	441
941	7052	434
942	7056	426
943	7060	418
944	7064	411
945	7069	403
946	7122	398
947	7126	390
948	7130	383
949	7152	376
950	7183	370
951	7194	362
952	7228	356
953	7258	349
954	7261	342
955	7266	334
956	7272	326
957	7278	319
958	7285	311
959	7289	303
960	7293	295
961	7297	288
962	7348	282
963	7364	275
964	7377	267
965	7382	259
966	7386	252
967	7391	244
968	7396	236
969	7400	228
970	7404	221
971	7438	214
972	7442	206
973	7447	198
974	7451	191
975	7467	183
976	7472	175
977	7476	168
978	7480	160
979	7484	152
980	7488	145
981	7494	137
982	7528	130
983	7533	122
984	7537	114
985	7542	107
986	7558	99
987	7573	91
988	7591	84
989	7618	76
990	7635	69
991	7650	61
992	7663	54
993	7668	46
994	7674	38
995	7681	30
996	7689	23
997	7696	15
998	7700	7
999	7724	0
